Estado,Município,Cartório,Serviços,Status do Cartório,Tipo
RS,São Leopoldo,4ª Vara Cível - São Leopoldo/RS,Não informado,Ativo,Vara
RS,São Leopoldo,Central de Mandados - São Leopoldo/RS,Não informado,Ativo,Vara
RS,São Leopoldo,Centro Judiciário de Solução de Conflitos e Cidadania (cejusc) - São Leopoldo/RS,Não informado,Ativo,Vara
RS,São Leopoldo,Direção do Foro - São Leopoldo/RS,Não informado,Ativo,Vara
RS,São Leopoldo,Distribuição e Contadoria - São Leopoldo/RS,Não informado,Ativo,Vara
RS,São Leopoldo,Juizado Especial Criminal - Adjunto - Sao Leopoldo/RS,Não informado,Ativo,Vara
RS,São Leopoldo,Protocolo Judiciario - São Leopoldo/RS,Não informado,Ativo,Vara
RS,São Lourenço do Sul,Lurdes Inês Luccas - Serviço Notarial e Registral,Notas; Protesto de Títulos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,São Lourenço do Sul,Serviço de Registro Civil das Pessoas Naturais e de Imóveis,Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Interdições e Tutelas,Ativo,Cartório
RS,São Lourenço do Sul,Serviço Notarial e de Registro de Boqueirão,Notas; Registro Civil das Pessoas Naturais,Inativo,Cartório
RS,São Lourenço do Sul,Serviço Notarial e Registral de União,Notas; Registro Civil das Pessoas Naturais,Inativo,Cartório
RS,São Lourenço do Sul,Serviço Notarial e Registral Taquaral/boa Vista,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,São Lourenço do Sul,Jec Adjunto 1ª Vara Judicial - Sao Lourenco do Sul/RS,Não informado,Ativo,Vara
RS,São Lourenço do Sul,1ª Vara Judicial - São Lourenço do Sul/RS,Não informado,Ativo,Vara
RS,São Lourenço do Sul,2ª Vara Judicial - São Lourenço do Sul/RS,Não informado,Ativo,Vara
RS,São Lourenço do Sul,Direção do Foro - São Lourenço do Sul/RS,Não informado,Ativo,Vara
RS,São Lourenço do Sul,Distribuição e Contadoria - São Lourenço do Sul/RS,Não informado,Ativo,Vara
RS,São Lourenço do Sul,Protocolo-geral - São Lourenço do Sul/RS,Não informado,Ativo,Vara
RS,São Luiz Gonzaga,São Luiz Gonzaga Cartório de Registro de Imóveis,Registro de Imóveis,Ativo,Cartório
RS,São Luiz Gonzaga,Serviço do Registro Civil e Registros Especiais de São Luiz Gonzaga - Rs,Registro Civil das Pessoas Naturais; Registro de Interdições e Tutelas; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,São Luiz Gonzaga,Tabelionato de Notas e Protesto de Títulos Desde Dezembro/2007,Notas; Protesto de Títulos,Ativo,Cartório
RS,São Luiz Gonzaga,Jeca - 2ª Vara Cível - Sao Luiz Gonzaga/RS,Não informado,Ativo,Vara
RS,São Luiz Gonzaga,2ª Vara Cível - São Luiz Gonzaga/RS,Não informado,Ativo,Vara
RS,São Luiz Gonzaga,Vara Criminal - São Luiz Gonzaga/RS,Não informado,Ativo,Vara
RS,São Luiz Gonzaga,1ª Vara Cível - São Luiz Gonzaga/RS,Não informado,Ativo,Vara
RS,São Luiz Gonzaga,Direção do Foro - São Luiz Gonzaga/RS,Não informado,Ativo,Vara
RS,São Luiz Gonzaga,Distribuição e Contadoria - São Luiz Gonzaga/RS,Não informado,Ativo,Vara
RS,São Luiz Gonzaga,Protocolo-geral - São Luiz Gonzaga/RS,Não informado,Ativo,Vara
RS,São Marcos,Ofício dos Registros Públicos de São Marcos,Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,São Marcos,Tabelionato de Notas São Marcos,Notas,Ativo,Cartório
RS,São Marcos,Vara Judicial - São Marcos/RS,Não informado,Ativo,Vara
RS,São Marcos,Direção do Foro - São Marcos/RS,Não informado,Ativo,Vara
RS,São Marcos,Distribuição e Contadoria - São Marcos/RS,Não informado,Ativo,Vara
RS,São Martinho,Registros Públicos e Tabelionato de Protesto Menezes,Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,São Martinho,Tabelionato de Notas de São Martinho,Notas,Ativo,Cartório
RS,São Martinho da Serra,Serviços Notariais e de Registro,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,São Miguel das Missões,Serviço de Registros Públicos,Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,São Miguel das Missões,Tabelionato de Notas e de Protestos,Notas; Protesto de Títulos,Ativo,Cartório
RS,São Nicolau,Ofício dos Registros Públicos,Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,São Nicolau,Tabelionato Sao Nicolau,Notas,Ativo,Cartório
RS,São Paulo das Missões,Ofício dos Registros Públicos,Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,São Paulo das Missões,Tabelionato de Notas,Notas,Ativo,Cartório
RS,São Pedro do Butiá,Serviço Notarial e de Registro,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,São Pedro do Sul,Sao Pedro do Sul - Ofício dos Registros Publicos,Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,São Pedro do Sul,Tabelionato Cartório Ariovaldo Schlemmer,Notas,Ativo,Cartório
RS,São Pedro do Sul,Vara Judicial - São Pedro do Sul/RS,Não informado,Ativo,Vara
RS,São Pedro do Sul,Direção do Foro - São Pedro do Sul/RS,Não informado,Ativo,Vara
RS,São Pedro do Sul,Distribuição e Contadoria - São Pedro do Sul/RS,Não informado,Ativo,Vara
RS,São Sebastião do Caí,Registros Públicos de São Sebastião do Caí,Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,São Sebastião do Caí,Tabelionato de São Sebastião do Caí,Notas; Protesto de Títulos,Ativo,Cartório
RS,São Sebastião do Caí,1ª Vara Judicial - São Sebastião do Caí/RS,Não informado,Ativo,Vara
RS,São Sebastião do Caí,2ª Vara Judicial - São Sebastião do Caí/RS,Não informado,Ativo,Vara
RS,São Sebastião do Caí,Centro Judiciário de Solução de Conflitos e Cidadania (cejusc) - São Sebastião do Caí/RS,Não informado,Ativo,Vara
RS,São Sebastião do Caí,Direção do Foro - São Sebastião do Caí/RS,Não informado,Ativo,Vara
RS,São Sebastião do Caí,Distribuição e Contadoria - São Sebastião do Caí/RS,Não informado,Ativo,Vara
RS,São Sepé,Ofício do Registro de Imóveis,Registro de Imóveis,Ativo,Cartório
RS,São Sepé,Registro Civil das Pessoas Naturais de São Sepé/RS,Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,São Sepé,Tabelionato e Ofício dos Registros Especiais,Notas; Protesto de Títulos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,São Sepé,Vara Judicial - São Sepé/RS,Não informado,Ativo,Vara
RS,São Sepé,Direção do Foro - São Sepé/RS,Não informado,Ativo,Vara
RS,São Sepé,Distribuição e Contadoria - São Sepé/RS,Não informado,Ativo,Vara
RS,São Valentim,Serviço de Registros Publicos,Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Interdições e Tutelas; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,São Valentim,Tabelionato de Notas e Protestos de São Valentim/RS,Notas; Protesto de Títulos,Ativo,Cartório
RS,São Valentim,Vara Judicial - São Valentim/RS,Não informado,Ativo,Vara
RS,São Valentim,Direção do Foro - São Valentim/RS,Não informado,Ativo,Vara
RS,São Valentim,Distribuição e Contadoria - São Valentim/RS,Não informado,Ativo,Vara
RS,São Vicente do Sul,Serviço Registral de São Vicente do Sul,Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Imóveis e Títulos e Documentos; Registro de Títulos e Documentos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,São Vicente do Sul,Tabelionato Pozo,Notas,Ativo,Cartório
RS,São Vicente do Sul,Vara Judicial - São Vicente do Sul/RS,Não informado,Ativo,Vara
RS,São Vicente do Sul,Direção do Foro - São Vicente do Sul/RS,Não informado,Ativo,Vara
RS,São Vicente do Sul,Distribuição e Contadoria - São Vicente do Sul/RS,Não informado,Ativo,Vara
RS,Sapiranga,Serviço Registral e Notarial de Protesto de Títulos,Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Sapiranga,Tabelionato de Sapiranga,Notas,Ativo,Cartório
RS,Sapiranga,Vara do Jec - Sapiranga/RS,Não informado,Ativo,Vara
RS,Sapiranga,Vara Criminal - Sapiranga/RS,Não informado,Ativo,Vara
RS,Sapiranga,2ª Vara Cível - Sapiranga/RS,Não informado,Ativo,Vara
RS,Sapiranga,3ª Vara Cível - Sapiranga/RS,Não informado,Ativo,Vara
RS,Sapiranga,1ª Vara Cível - Sapiranga/RS,Não informado,Ativo,Vara
RS,Sapiranga,Centro Judiciário de Solução de Conflitos e Cidadania (cejusc) - Sapiranga/RS,Não informado,Ativo,Vara
RS,Sapiranga,Direção do Foro - Sapiranga/RS,Não informado,Ativo,Vara
RS,Sapiranga,Distribuição e Contadoria - Sapiranga/RS,Não informado,Ativo,Vara
RS,Sapiranga,Protocolo-geral - Sapiranga/RS,Não informado,Ativo,Vara
RS,Sapucaia do Sul,Serviços de Registros Públicos de Sapucaia do Sul,Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Interdições e Tutelas; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Sapucaia do Sul,Tabelionato Sapucaia do Sul,Notas,Ativo,Cartório
RS,Sapucaia do Sul,Vara de Família e Sucessões - Sapucaia do Sul/RS,Não informado,Ativo,Vara
RS,Sapucaia do Sul,1ª Vara Cível - Sapucaia do Sul/RS,Não informado,Ativo,Vara
RS,Sapucaia do Sul,2ª Vara Cível - Sapucaia do Sul/RS,Não informado,Ativo,Vara
RS,Sapucaia do Sul,Vara do Jec - Sapucaia do Sul/RS,Não informado,Ativo,Vara
RS,Sapucaia do Sul,2ª Vara Criminal - Sapucaia do Sul/RS,Não informado,Ativo,Vara
RS,Sapucaia do Sul,1ª Vara Criminal - Sapucaia do Sul/RS,Não informado,Ativo,Vara
RS,Sapucaia do Sul,Centro Judiciário de Solução de Conflitos e Cidadania (cejusc) - Sapucaia do Sul/RS,Não informado,Ativo,Vara
RS,Sapucaia do Sul,Direção do Foro - Sapucaia do Sul/RS,Não informado,Ativo,Vara
RS,Sapucaia do Sul,Distribuição e Contadoria - Sapucaia do Sul/RS,Não informado,Ativo,Vara
RS,Sapucaia do Sul,Protocolo-geral - Sapucaia do Sul/RS,Não informado,Ativo,Vara
RS,Sarandi,Registro de Imóveis,Registro de Imóveis,Ativo,Cartório
RS,Sarandi,Serviço de Registro Civil das Pessoas Naturais e Especiais,Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Interdições e Tutelas; Registro de Títulos e Documentos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Sarandi,Tabelionato Salvatori,Notas,Ativo,Cartório
RS,Sarandi,Vara Judicial - Sarandi/RS,Não informado,Ativo,Vara
RS,Sarandi,Direção do Foro - Sarandi/RS,Não informado,Ativo,Vara
RS,Sarandi,Distribuição e Contadoria - Sarandi/RS,Não informado,Ativo,Vara
RS,Seberi,Ofício dos Registros Publicos,Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Seberi,Tabelionato de Notas de Seberi,Notas,Ativo,Cartório
RS,Seberi,Vara Judicial - Seberi/RS,Não informado,Ativo,Vara
RS,Seberi,Direção do Foro - Seberi/RS,Não informado,Ativo,Vara
RS,Seberi,Distribuição e Contadoria - Seberi/RS,Não informado,Ativo,Vara
RS,Sede Nova,Serviço Notarial e de Registro,Notas; Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Segredo,Segredo Ofício Distrital,Notas; Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Selbach,Ofício de Registros Públicos,Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Selbach,Serviço Notarial de Selbach,Notas,Ativo,Cartório
RS,Sentinela do Sul,Serviço Notarial e de Registros de Sentinela do Sul,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,Serafina Corrêa,Ofício dos Registros Públicos de Serafina Corrêa,Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Serafina Corrêa,Tabelionato de Serafina Corrêa,Notas; Registro Civil das Pessoas Jurídicas,Ativo,Cartório
RS,Sério,Serviço Notarial e Registral de Sério,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,Sertão,Ofício dos Registros Públicos,Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Sertão,Tabelionato de Notas de Sertão,Notas,Ativo,Cartório
RS,Sertão Santana,Serviço Notarial e de Registros,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,Almeida,Serviços Notarial e de Registro,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,Silveira Martins,Serviços Notariais e de Registro de Silveira Martins,Notas; Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Sinimbu,Serviço Notarial e de Registro de Sinimbu,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,Sobradinho,Cartório Vicente,Notas; Protesto de Títulos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Sobradinho,Serviço de Registro de Imóveis e Civil das Pessoas Naturais de Sobradinho,Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Interdições e Tutelas,Ativo,Cartório
RS,Soledade,Ofício de Registro de Imóveis,Registro de Imóveis,Ativo,Cartório
RS,Soledade,Ofício do Registro Civil das Pessoas Naturais,Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,Soledade,Soledade Tabelionato e Registros Especiais,Notas; Protesto de Títulos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Tabaí,"Serviços Notariais e de Registros de Tabaí,rs",Notas; Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Tapejara,Serviço de Registro de Imóveis e Especiais,Protesto de Títulos; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Tapejara,Tabelionato de Notas e Serviço do Rcpn,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,Tapera,Ofício de Registro de Imóveis e Especiais,Protesto de Títulos; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Tapera,Tabelionato e Registro Civil,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,Tapes,Registros Públicos de Tapes,Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Tapes,Tabelionato de Notas e de Protestos,Notas; Protesto de Títulos,Inativo,Cartório
RS,Tapes,Tabelionato de Notas e Protestos de Tapes,Notas; Protesto de Títulos,Ativo,Cartório
RS,Taquara,Ofício do Registro Civil e Especiais,Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Taquara,Serviço Registral de Imóveis de Taquara,Registro de Imóveis,Ativo,Cartório
RS,Taquara,Tabelionato de Notas,Notas,Ativo,Cartório
RS,Taquari,Ofício dos Registros Públicos,Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Taquari,Tabelionato de Notas e Protestos de Títulos,Notas; Protesto de Títulos,Ativo,Cartório
RS,Tavares,Serviços Notariais e de Registros de Tavares,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,Tenente Portela,Serviço do Reg. de Imóveis e Anexos,Protesto de Títulos; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Tenente Portela,Tabelionato de Notas e Registro Civil das Pessoas Naturais da Comarca de Tenente Portela,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,Areia,Serviço Notarial e Registral de Terra de Areia,Notas; Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Teutônia,Tabelionato de Notas de Teutônia,Notas,Ativo,Cartório
RS,Teutônia,Teutonia - Ofício dos Registros Públicos,Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Tiradentes do Sul,Cartório Ofício de Notas,Notas; Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Torres,Ofício do Registro Civil das Pessoas Naturais,Registro Civil das Pessoas Naturais; Registro de Interdições e Tutelas,Ativo,Cartório
RS,Torres,Registro de Imóveis e Especial,Protesto de Títulos; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Torres,Serviço Notarial e Registral do Terceiro Distrito(pirataba),Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,Torres,Tabelionato de Notas de Torres - Tabelionato Espig,Notas,Ativo,Cartório
RS,Tramandaí,Tabelionato de Notas e Registro Civil das Pessoas Naturais,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,Tramandaí,Tramandaí - Registro de Imóveis,Protesto de Títulos; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Três Arroios,Serviço Notarial e Registral de Três Arroios,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,Três Cachoeiras,Serviços Notariais e de Registros de Tres Cachoeiras,Notas; Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Três Coroas,Serviço dos Registros Públicos de Três Coroas,Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Interdições e Tutelas; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Três Coroas,Serviços Notariais de Três Coroas,Notas; Protesto de Títulos,Ativo,Cartório
RS,Maio,Cartório Tomasi,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,Maio,Serviços Registrais de Três de Maio - Rs,Protesto de Títulos; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Três Forquilhas,Serviço Notarial e de Registro de Tres Forquilhas,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,Três Passos,Registro de Imóveis de Três Passos,Registro de Imóveis,Ativo,Cartório
RS,Três Passos,Serviço Notarial de Três Passos,Notas,Ativo,Cartório
RS,Três Passos,Serviço Registral de Três Passos,Protesto de Títulos; Registro Civil das Pessoas Jurídicas; Registro Civil das Pessoas Naturais; Registro de Interdições e Tutelas; Registro de Títulos e Documentos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Trindade do Sul,Serviço Notarial e Registral,Notas; Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Triunfo,Cartório Geyer - Registros Públicos e Tabelionato de Protesto,Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Interdições e Tutelas; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Triunfo,Serviço Notarial e de Registro de Costa do Cadeia,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,Triunfo,Serviço Notarial e de Registro de Passo Raso,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,Triunfo,Tabelionato de Notas de Triunfo,Notas,Ativo,Cartório
RS,Tucunduva,Ofício dos Registros Publicos,Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Tucunduva,Tabelionato de Notas e Protestos de Tucunduva,Notas; Protesto de Títulos,Ativo,Cartório
RS,Tunas,Serviço Notarial e Registral,Notas; Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Tupanciretã,Ofício de Registro Civil e Especial,Protesto de Títulos; Registro Civil das Pessoas Jurídicas; Registro Civil das Pessoas Naturais; Registro de Interdições e Tutelas; Registro de Títulos e Documentos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Tupanciretã,Registro de Imóveis,Registro de Imóveis,Ativo,Cartório
RS,Tupanciretã,Tabelionato de Notas,Notas,Ativo,Cartório
RS,Tupandi,Serviço Notarial e de Registro de Tupandi,Notas; Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Títulos e Documentos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Tuparendi,Serviço dos Registros Publicos de Tuparendi,Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Tuparendi,Tabelionato de Notas e Protestos de Tuparendi,Notas; Protesto de Títulos,Ativo,Cartório
RS,Uruguaiana,2º Tabelionato de Notas de Uruguaiana,Notas,Ativo,Cartório
RS,Uruguaiana,Ofício de Registro Civil das Pessoas Naturais,Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,Uruguaiana,Ofício de Registro de Imóveis,Registro de Imóveis,Ativo,Cartório
RS,Uruguaiana,Primeiro Tabelionato de Notas de Uruguaiana,Notas,Ativo,Cartório
RS,Uruguaiana,Serviço dos Registros Especiais da Comarca de Uruguaiana - Rs,Protesto de Títulos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Vacaria,Cartório do Registro de Imóveis e Especiais,Protesto de Títulos; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Vacaria,Ofício de Registro Civil das Pessoas Naturais de Vacaria,Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,Vacaria,Tabelionato Vacaria,Notas,Ativo,Cartório
RS,Vale do Sol,Serviço Notarial e Registral,Notas; Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Venâncio Aires,Cartório de Registro Civil das Pessoas Naturais e Registros Especiais,Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Venâncio Aires,Cartório de Registro de Imóveis,Registro de Imóveis,Ativo,Cartório
RS,Venâncio Aires,Serviço Noatrial e de Registro de Vila Mariante,Notas; Registro Civil das Pessoas Naturais,Inativo,Cartório
RS,Venâncio Aires,Serviço Notarial e de Registro de Vila Mariante,Notas; Registro Civil das Pessoas Naturais,Inativo,Cartório
RS,Venâncio Aires,Serviços Notariais e de Registros de Vila Deodoro,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,Venâncio Aires,Tabelionato Lemos,Notas,Ativo,Cartório
RS,Vera Cruz,Registros Públicos de Vera Cruz,Registro Civil das Pessoas Jurídicas; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Imóveis e Títulos e Documentos; Registro de Interdições e Tutelas; Registro de Títulos e Documentos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Vera Cruz,Tabelionato de Notas e Protestos,Notas; Protesto de Títulos,Ativo,Cartório
RS,Veranópolis,Registro Civil das Pessoas Jurídicas e Títulos e Documentos e Tabelionato de Protestos,Protesto de Títulos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Veranópolis,Serviço de Registro de Imóveis e Registro Civil,Registro Civil das Pessoas Naturais; Registro de Imóveis,Ativo,Cartório
RS,Veranópolis,Tabelionato de Notas,Notas,Ativo,Cartório
RS,Viadutos,Serviço Notarial e de Registro de Viadutos,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,Viamão,Ofício do Registro Civil das Pessoas Naturais,Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,Viamão,"Reg. de Imóveis , Tit. Doc. e Protestos",Protesto de Títulos; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Viamão,Serviço Notarial e de Registro Civil de Itapuã,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,Viamão,Serviço Notarial e de Registro Civil de Passo D Areia,Notas; Registro Civil das Pessoas Naturais,Inativo,Cartório
RS,Viamão,Serviços Notarias e Registrais de Aguas Claras,Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Interdições e Tutelas; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Viamão,Serviços Notarias e Registrais do Passo do Sabão e Viamopolis,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
RS,Viamão,Tabelionato de Viamão,Notas,Ativo,Cartório
RS,Vicente Dutra,Ofício de Registros Publicos,Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Vicente Dutra,Tabelionato de Notas,Notas,Ativo,Cartório
RS,Victor Graeff,Registros Públicos e Tabelionato de Protestos,Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Victor Graeff,Tabelionato de Notas de Victor Graeff,Notas,Ativo,Cartório
RS,Vila Flores,Serviço Notarial e de Registros,Notas; Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Vila Maria,Serviços Notariais e de Registros,Notas; Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Títulos e Documentos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
RS,Vila Nova do Sul,Serviço Público Delegado Notariais e Registrais,Notas; Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
