Estado,Município,Cartório,Serviços,Status do Cartório,Tipo
AC,Acrelândia,Ofício Único da Comarca de Acrelândia,Notas; Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AC,Acrelândia,Primeiro Tabelionato de Notas da Comarca de Acrelândia,Notas,Inativo,Cartório
AC,Acrelândia,Serventia de Registro Civil das Pessoas Naturais da Comarca de Acrelândia,Registro Civil das Pessoas Naturais,Inativo,Cartório
AC,Acrelândia,Serventia de Registro de Imóveis da Comarca de Acrelândia,Registro de Imóveis,Inativo,Cartório
AC,Acrelândia,Serventia de Registro de Títulos e Documentos e Civis das Pessoas Jurídicas de Acrelândia,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Inativo,Cartório
AC,Acrelândia,Tabelionato de Protesto de Títulos Cambiais,Protesto de Títulos,Inativo,Cartório
AC,Acrelândia,Vara Única,Não informado,Ativo,Vara
AC,Acrelândia,Centro Judiciário de Solução de Conflitos e Cidadania - Cejusc de Acrelândia,Não informado,Ativo,Vara
AC,Assis Brasil,Serventia de Registro Civil das Pessoas Naturais da Comarca de Assis Brasil,Registro Civil das Pessoas Naturais,Inativo,Cartório
AC,Assis Brasil,Serventia de Registro de Imóveis da Comarca de Assis Brasil,Registro de Imóveis,Inativo,Cartório
AC,Assis Brasil,Serventia de Registro de Títulos e Documentos e Civis das Pessoas Jurídicas de Assis Brasil,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Inativo,Cartório
AC,Assis Brasil,Serventias Extrajudiciais da Comarca de Assis Brasil,Notas; Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AC,Assis Brasil,Tabelionado de Protesto de Títulos da Comarca de Assis Brasil,Protesto de Títulos,Inativo,Cartório
AC,Assis Brasil,Tabelionato de Notas da Comarca de Assis Brasil,Notas,Inativo,Cartório
AC,Assis Brasil,Vara Única,Não informado,Ativo,Vara
AC,Assis Brasil,Centro Judiciário de Solução de Conflitos e Cidadania - Cejusc de Assis Brasil,Não informado,Ativo,Vara
AC,Assis Brasil,2ª Vara do Tribunal do Júri e Auditoria Militar,Não informado,Ativo,Vara
AC,Brasiléia,Cartório Azevedo,Notas; Protesto de Títulos; Registro Civil das Pessoas Jurídicas; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Imóveis e Títulos e Documentos; Registro de Interdições e Tutelas; Registro de Títulos e Documentos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AC,Brasiléia,Serventia de Registro Civil das Pessoas Naturais da Comarca de Brasiléia/AC,Registro Civil das Pessoas Naturais,Inativo,Cartório
AC,Brasiléia,Serventia de Registro de Imóveis da Comarca de Brasiléia/AC,Registro de Imóveis,Inativo,Cartório
AC,Brasiléia,Serventia de Registro de Títulos e Documentos e Civis das Pessoas Jurídicas de Brasiléia/AC,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Inativo,Cartório
AC,Brasiléia,Tabelionato de Notas da Comarca de Brasiléia/AC,Notas,Inativo,Cartório
AC,Brasiléia,Tabelionato de Protesto de Títulos de Brasiléia/AC,Protesto de Títulos,Inativo,Cartório
AC,Brasiléia,Central de Execuções de Penas Alternativas,Não informado,Ativo,Vara
AC,Brasiléia,Juizado Especial Criminal,Não informado,Ativo,Vara
AC,Brasiléia,Vara Criminal,Não informado,Ativo,Vara
AC,Brasiléia,Vara Cível,Não informado,Ativo,Vara
AC,Brasiléia,Juizado Especial Cível,Não informado,Ativo,Vara
AC,Brasiléia,Centro Judiciário de Solução de Conflitos e Cidadania - Cejusc de Brasileia,Não informado,Ativo,Vara
AC,Bujari,Cartório Bujari: Serventias Extrajudiciais da Comarca de Bujari,Notas; Protesto de Títulos; Registro Civil das Pessoas Jurídicas; Registro Civil das Pessoas Naturais; Registro de Contratos Marítimos; Registro de Distribuição; Registro de Imóveis; Registro de Imóveis e Títulos e Documentos; Registro de Interdições e Tutelas; Registro de Títulos e Documentos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AC,Bujari,Serventia de Registro Civil das Pessoas Naturais da Comarca de Bujari,Notas; Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Contratos Marítimos; Registro de Distribuição; Registro de Imóveis; Registro de Imóveis e Títulos e Documentos; Registro de Interdições e Tutelas; Registro de Títulos e Documentos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Inativo,Cartório
AC,Bujari,Serventia de Registro de Imóveis da Comarca de Bujari,Registro de Imóveis,Inativo,Cartório
AC,Bujari,Serventia de Registro de Títulos e Documentos e Civis das Pessoas Jurídicas da Comarca de Bujari,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Inativo,Cartório
AC,Bujari,Tabelioonato de Notas da Comarca de Bujari,Notas,Inativo,Cartório
AC,Bujari,Vara Única,Não informado,Ativo,Vara
AC,Bujari,Centro Judiciário de Solução de Conflitos e Cidadania - Cejusc de Bujari,Não informado,Ativo,Vara
AC,Capixaba,Serventia de Registro Civil das Pessoas Naturais da Comarca de Capixaba,Registro Civil das Pessoas Naturais,Inativo,Cartório
AC,Capixaba,Serventia de Registro de Imóveis da Comarca de Capixaba/ACre,Registro de Imóveis,Inativo,Cartório
AC,Capixaba,Serventia de Registro de Títulos e Documentos e Registro Civil de Pessoas Jurídicas da Comarca de Capixaba/ACre,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Inativo,Cartório
AC,Capixaba,Serventia do Tabelionato de Notas da Comarca de Capixaba/ACre,Notas,Inativo,Cartório
AC,Capixaba,Serventia do Tabelionato de Protesto de Títulos da Comarca de Capixaba/ACre,Protesto de Títulos,Inativo,Cartório
AC,Capixaba,Serviços Extrajudiciais de Capixaba,Notas; Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Interdições e Tutelas; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AC,Capixaba,Vara Única,Não informado,Ativo,Vara
AC,Capixaba,Centro Judiciário de Solução de Conflitos e Cidadania - Cejusc de Capixaba,Não informado,Ativo,Vara
AC,Cruzeiro do Sul,Cartório Juruá,Notas; Registro Civil das Pessoas Naturais; Registro de Interdições e Tutelas,Ativo,Cartório
AC,Cruzeiro do Sul,Ofício do Registro de Imóveis e Ofício de Títulos e Documentos das Pessoas Jurídicas da Comarca de Cruzeiro do Sul,Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AC,Cruzeiro do Sul,Serventia de Registro Civil das Pessoas Naturais da Comarca de Cruzeiro do Sul,Registro Civil das Pessoas Naturais; Registro de Interdições e Tutelas,Inativo,Cartório
AC,Cruzeiro do Sul,Serventia de Registro de Títulos e Documentos e Civis das Pessoas Jurídicas de Cruzeiro do Sul,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Inativo,Cartório
AC,Cruzeiro do Sul,Tabelionato de Protesto de Títulos e Documentos da Comarca de Cruzeiro do Sul,Protesto de Títulos,Ativo,Cartório
AC,Cruzeiro do Sul,2ª Vara Cível,Não informado,Ativo,Vara
AC,Cruzeiro do Sul,Juizado Especial Criminal,Não informado,Ativo,Vara
AC,Cruzeiro do Sul,Central de Execuções de Penas Alternativas,Não informado,Ativo,Vara
AC,Cruzeiro do Sul,1ª Vara Cível,Não informado,Ativo,Vara
AC,Cruzeiro do Sul,1ª Vara Criminal,Não informado,Ativo,Vara
AC,Cruzeiro do Sul,Juizado Especial Cível e de Fazenda Pública,Não informado,Ativo,Vara
AC,Cruzeiro do Sul,Vara da Infância e Juventude,Não informado,Ativo,Vara
AC,Cruzeiro do Sul,2ª Vara Criminal,Não informado,Ativo,Vara
AC,Cruzeiro do Sul,Centro Judiciário de Solução de Conflitos e Cidadania - Cejusc de Cruzeiro do Sul,Não informado,Ativo,Vara
AC,Cruzeiro do Sul,Centro Judiciário de Solução de Conflitos e Cidadania dos Juizados Especiais - Trânsito de Cruzeiro do Sul,Não informado,Ativo,Vara
AC,Cruzeiro do Sul,Vara de Proteção À Mulher e Execuções Penais,Não informado,Ativo,Vara
AC,Epitaciolândia,Primeiro Tabelionato de Notas de Epitaciolândia,Notas,Inativo,Cartório
AC,Epitaciolândia,Serventia de Registro Civil das Pessoas Naturais da Comarca de Epitaciolândia,Registro Civil das Pessoas Naturais,Inativo,Cartório
AC,Epitaciolândia,Serventia de Registro de Imóveis de Epitaciolândia,Registro de Imóveis,Inativo,Cartório
AC,Epitaciolândia,Serventia de Registro de Títulos e Documentos e Civis das Pessoas Jurídicas de Epitaciolândia,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Inativo,Cartório
AC,Epitaciolândia,Serventia Extrajudicial da Comarca de Epitaciolândia,Notas; Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Interdições e Tutelas; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AC,Epitaciolândia,Tabelionato de Protesto de Títulos de Epitaciolândia,Protesto de Títulos,Inativo,Cartório
AC,Epitaciolândia,Vara Criminal,Não informado,Ativo,Vara
AC,Epitaciolândia,Juizado Especial Cível,Não informado,Ativo,Vara
AC,Epitaciolândia,Juizado Especial Criminal,Não informado,Ativo,Vara
AC,Epitaciolândia,Vara Cível,Não informado,Ativo,Vara
AC,Epitaciolândia,Vara Única,Não informado,Ativo,Vara
AC,Epitaciolândia,Centro Judiciário de Solução de Conflitos e Cidadania - Cejusc de Epitaciolândia,Não informado,Ativo,Vara
AC,Feijó,Serventia de Protesto de Títulos Cambiais da Comarca de Feijó,Protesto de Títulos,Inativo,Cartório
AC,Feijó,Serventia de Registro de Imóveis,Registro de Imóveis,Inativo,Cartório
AC,Feijó,Serventia de Registro de Títulos e Documentos e Civis das Pessoas Jurídicas da Comarca de Feijó,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Inativo,Cartório
AC,Feijó,Serventias Extrajudiciais da Comarca de Feijó,Notas; Protesto de Títulos; Registro Civil das Pessoas Jurídicas; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos,Ativo,Cartório
AC,Feijó,Serviço Extrajudicial de Feijó,Não informado,Inativo,Cartório
AC,Feijó,Tabelionato de Notas da Comarca de Feijó,Notas,Inativo,Cartório
AC,Feijó,Vara Criminal,Não informado,Ativo,Vara
AC,Feijó,Vara Cível,Não informado,Ativo,Vara
AC,Feijó,Centro Judiciário de Solução de Conflitos e Cidadania - Cejusc de Feijó,Não informado,Ativo,Vara
AC,Jordão,Serventia de Registro de Imóveis de Jordão,Não informado,Inativo,Cartório
AC,Jordão,Serventia de Registro de Títulos e Documentos e Civis das Pessoas Jurídicas de Jordão,Não informado,Inativo,Cartório
AC,Jordão,Tabelionato de Notas de Jordão,Não informado,Inativo,Cartório
AC,Jordão,Tabelionato de Notas e Ofício do Registro Civil das Pessoas Naturais de Jordão,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AC,Jordão,Tabelionato de Protesto de Títulos de Jordão,Não informado,Inativo,Cartório
AC,Mâncio Lima,Serventia de Registro Civil das Pessoas Naturais da Comarca de Mâncio Lima,Registro Civil das Pessoas Naturais; Registro de Interdições e Tutelas,Inativo,Cartório
AC,Mâncio Lima,Serventia de Registro de Imóveis da Comarca de Mãncio Lima,Registro de Imóveis,Inativo,Cartório
AC,Mâncio Lima,Serventia de Registro de Protesto de Títulos Cambiais da Comarca de Mâncio Lima,Protesto de Títulos,Inativo,Cartório
AC,Mâncio Lima,Serventia de Registro de Títulos e Documentos e Civis das Pessoas Jurídicas de Mancio Lima,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Inativo,Cartório
AC,Mâncio Lima,Serventia Extrajudicial da Comarca de Mâncio Lima,Notas; Protesto de Títulos; Registro Civil das Pessoas Jurídicas; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Imóveis e Títulos e Documentos; Registro de Interdições e Tutelas; Registro de Títulos e Documentos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AC,Mâncio Lima,Tabelinato de Notas da Comarca de Mâncio Lima,Notas,Inativo,Cartório
AC,Mâncio Lima,Vara Única,Não informado,Ativo,Vara
AC,Mâncio Lima,Centro Judiciário de Solução de Conflitos e Cidadania - Cejusc de Mâncio Lima,Não informado,Ativo,Vara
AC,Manoel Urbano,Cartório Registro de Protesto de Títulos Cambiais da Comarca de Manoel Urbano,Protesto de Títulos,Inativo,Cartório
AC,Manoel Urbano,Serventia de Registro de Imóveis da Comarca de Manuel Urbano,Registro de Imóveis,Inativo,Cartório
AC,Manoel Urbano,Serventia de Registro de Títulos e Documentos e Civis das Pessoas Jurídicas da Comarca de Manuel Urbano,Notas; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Inativo,Cartório
AC,Manoel Urbano,Serventia Extrajudicial da Comarca de Manoel Urbano,Notas; Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AC,Manoel Urbano,Tabelionato de Notas da Comarca de Manuel Urbano,Notas,Inativo,Cartório
AC,Manoel Urbano,Vara Única,Não informado,Ativo,Vara
AC,Manoel Urbano,Centro Judiciário de Solução de Conflitos e Cidadania - Cejusc de Manoel Urbano,Não informado,Ativo,Vara
AC,Marechal Thaumaturgo,Tabelionato de Notas e Ofício do Registro Civil das Pessoas Naturais de Marechal Thaumaturgo,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AC,Castro,Serventia de Registro Civil das Pessoas Naturais da Comarca de Plácido de Castro,Registro Civil das Pessoas Naturais,Inativo,Cartório
AC,Castro,Serventia de Registro de Imóveis de Plácido de Castro,Registro de Imóveis,Inativo,Cartório
AC,Castro,Serventia de Registro de Títulos e Documentos e Civis das Pessoas Jurídicas de Plácido de Castro,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Inativo,Cartório
AC,Castro,Serventias Extrajudiciais da Comarca de Plácido de Castro,Notas; Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Interdições e Tutelas; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AC,Castro,Tabelionato de Notas de Plácido de Castro,Notas,Inativo,Cartório
AC,Castro,Tabelionato de Protesto de Títulos de Plácido de Castro,Protesto de Títulos,Inativo,Cartório
AC,Castro,Vara Criminal,Não informado,Ativo,Vara
AC,Castro,Vara Cível,Não informado,Ativo,Vara
AC,Castro,Vara Única,Não informado,Ativo,Vara
AC,Castro,Juizado Especial Cível,Não informado,Ativo,Vara
AC,Castro,Juizado Especial Criminal,Não informado,Ativo,Vara
AC,Castro,Centro Judiciário de Solução de Conflitos e Cidadania - Cejusc de Plácido de Castro,Não informado,Ativo,Vara
AC,Porto Acre,Serventia de Registro Civil das Pessoas Naturais da Comarca de Porto Acre,Registro Civil das Pessoas Naturais,Inativo,Cartório
AC,Porto Acre,Serventia de Registro de Imóveis da Comarca de Porto Acre,Registro de Imóveis,Inativo,Cartório
AC,Porto Acre,Serventia de Títulos e Documentos e Civis das Pessoas Jurídicas de Porto Acre,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Inativo,Cartório
AC,Porto Acre,Serventia Extrajudicial da Comarca de Porto Acre,Notas; Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AC,Porto Acre,Tabelionato de Notas da Comarca de Porto Acre,Notas,Inativo,Cartório
AC,Porto Acre,Tabelionato de Protestos de Títulos da Comarca de Porto Acre,Protesto de Títulos,Inativo,Cartório
AC,Porto Acre,Vara Única,Não informado,Ativo,Vara
AC,Porto Walter,Cartório Porto Walter,Notas; Protesto de Títulos; Registro Civil das Pessoas Jurídicas; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Imóveis e Títulos e Documentos; Registro de Interdições e Tutelas; Registro de Títulos e Documentos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AC,Rio Branco,1º Ofício de Registro de Imóveis,Não informado,Inativo,Cartório
AC,Rio Branco,1º Ofício do Registro de Imóveis da Comarca de Rio Branco,Registro de Imóveis,Ativo,Cartório
AC,Rio Branco,1º Tabelionato de Notas da Comarca de Rio Branco,Notas,Inativo,Cartório
AC,Rio Branco,1º Tabelionato de Notas e 1º Ofício do Registro Civil das Pessoas Naturais,Não informado,Inativo,Cartório
AC,Rio Branco,1º Tabelionato de Notas e 1º Ofício do Registro Civil das Pessoas Naturais e Postos Avançados da Comarca de Rio Branco,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AC,Rio Branco,1º Tabelionato de Protesto de Títulos da Comarca de Rio Branco,Não informado,Inativo,Cartório
AC,Rio Branco,2º Ofício de Registro de Imóveis da Comarca de Rio Branco/ac,Registro de Imóveis,Ativo,Cartório
AC,Rio Branco,2º Tabelionato de Notas,Notas,Inativo,Cartório
AC,Rio Branco,2º Tabelionato de Notas e 2º Ofício do Registro Civil das Pessoas Naturais da Comarca de Rio Branco,Registro Civil das Pessoas Naturais,Inativo,Cartório
AC,Rio Branco,2º Tabelionato de Notas e Registro Civil das Pessoas Naturais de Rio Branco,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AC,Rio Branco,2º Tabelionato de Protesto de Títulos da Comarca de Rio Branco,Não informado,Inativo,Cartório
AC,Rio Branco,3º Tabelionato de Notas e 3º Ofício do Registro Civil das Pessoas Naturais,Não informado,Inativo,Cartório
AC,Rio Branco,3º Tabelionato de Notas e 3º Ofício do Registro Civil das Pessoas Naturais da Comarca de Rio Branco,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AC,Rio Branco,4ª Serventia de Registro Civil das Pessoas Naturais da Comarca Rio Branco,Registro Civil das Pessoas Naturais,Inativo,Cartório
AC,Rio Branco,5ª Serventia de Registro Civil das Pessoas Naturais da Comarca de Rio Branco,Registro Civil das Pessoas Naturais,Inativo,Cartório
AC,Rio Branco,Corregedoria do Estado do Acre,Não informado,Ativo,Cartório
AC,Rio Branco,Ofício do Registro de Títulos e Documentos e das Pessoas Jurídicas,Não informado,Inativo,Cartório
AC,Rio Branco,Ofício do Registro de Títulos e Documentos e das Pessoas Jurídicas da Comarca de Rio Branco,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AC,Rio Branco,Serventia de Registro de Protesto de Títulos da Comarca de Bujari,Protesto de Títulos,Inativo,Cartório
AC,Rio Branco,Serventia Única de Registro de Protesto de Títulos Cambiais,Protesto de Títulos,Inativo,Cartório
AC,Rio Branco,Terceiro Tabelionato de Notas,Não informado,Inativo,Cartório
AC,Rio Branco,Terceiro Tabelionato de Notas da Comarca de Rio Branco,Não informado,Inativo,Cartório
AC,Rio Branco,2ª Juizado Especial Criminal,Não informado,Ativo,Vara
AC,Rio Branco,Centro Judiciário de Solução de Conflitos e Cidadania - Jec,Não informado,Ativo,Vara
AC,Rio Branco,Juizado Especial da Fazenda Pública,Não informado,Ativo,Vara
AC,Rio Branco,1ª Juizado Especial Cível,Não informado,Ativo,Vara
AC,Rio Branco,1ª Juizado Especial Civel (trânsito),Não informado,Ativo,Vara
AC,Rio Branco,2ª Juizado Especial Cível,Não informado,Ativo,Vara
AC,Rio Branco,3ª Juizado Especial Cível,Não informado,Ativo,Vara
AC,Rio Branco,3ª Juizado Especial Cível (justiça Itinerante),Não informado,Ativo,Vara
AC,Rio Branco,2ª Vara de Família,Não informado,Ativo,Vara
AC,Rio Branco,Centro Judiciário de Solução de Conflitos e Cidadania-família,Não informado,Ativo,Vara
AC,Rio Branco,Vara de Órfãos e Sucessões,Não informado,Ativo,Vara
AC,Rio Branco,1ª Vara Cível,Não informado,Ativo,Vara
AC,Rio Branco,1ª Vara de Família,Não informado,Ativo,Vara
AC,Rio Branco,2ª Vara Cível,Não informado,Ativo,Vara
AC,Rio Branco,2ª Vara da Fazenda Pública,Não informado,Ativo,Vara
AC,Rio Branco,2ª Vara do Tribunal do Júri e Auditoria Militar,Não informado,Ativo,Vara
AC,Rio Branco,3ª Vara de Família,Não informado,Ativo,Vara
AC,Rio Branco,4ª Vara Cível,Não informado,Ativo,Vara
AC,Rio Branco,1ª Vara da Fazenda Pública,Não informado,Ativo,Vara
AC,Rio Branco,5ª Vara Cível,Não informado,Ativo,Vara
AC,Rio Branco,1ª Vara do Tribunal do Júri,Não informado,Ativo,Vara
AC,Rio Branco,3ª Vara Cível,Não informado,Ativo,Vara
AC,Rio Branco,Juizado da Infância e da Juventude,Não informado,Ativo,Vara
AC,Rio Branco,1ª Vara da Infância e da Juventude,Não informado,Ativo,Vara
AC,Rio Branco,2ª Vara da Infância e da Juventude,Não informado,Ativo,Vara
AC,Rio Branco,Vara de Proteção A Mulher,Não informado,Ativo,Vara
AC,Rio Branco,1ª Juizado Especial Criminal,Não informado,Ativo,Vara
AC,Rio Branco,Vara de Delitos Tóxicos e Acidente de Trânsito,Não informado,Ativo,Vara
AC,Rio Branco,Vara de Execurções Penas e Medidas Alternativas,Não informado,Ativo,Vara
AC,Rio Branco,Vara de Execurções Penais,Não informado,Ativo,Vara
AC,Rio Branco,2ª Vara Crminal,Não informado,Ativo,Vara
AC,Rio Branco,3ª Vara Criminal,Não informado,Ativo,Vara
AC,Rio Branco,Central de Execuções de Penas Alternativas,Não informado,Ativo,Vara
AC,Rio Branco,1ª Vara Criminal,Não informado,Ativo,Vara
AC,Rio Branco,4ª Vara Criminal,Não informado,Ativo,Vara
AC,Rio Branco,3ª Vara da Fazenda Pública,Não informado,Ativo,Vara
AC,Rio Branco,Vara de Registros Públicos,Não informado,Ativo,Vara
AC,Rio Branco,Centro Judiciário de Solução de Conflitos e Cidadania - Cejusc de Rio Branco,Não informado,Ativo,Vara
AC,Rio Branco,Centro Judiciário de Solução de Conflitos e Cidadania dos Juizados Especiais - Faao de Rio Branco,Não informado,Ativo,Vara
AC,Rio Branco,Centro Judiciário de Solução de Conflitos e Cidadania dos Juizados Especiais - Itinerante de Rio Branco,Não informado,Ativo,Vara
AC,Rio Branco,Centro Judiciário de Solução de Conflitos e Cidadania dos Juizados Especiais - Trânsito,Não informado,Ativo,Vara
AC,Rio Branco,Centro Judiciário de Solução de Conflitos e Cidadania dos Juizados Especiais Cíveis de Rio Branco,Não informado,Ativo,Vara
AC,Rio Branco,Gabinete da Juíza Lilian Deise Braga Paiva,Não informado,Ativo,Vara
AC,Rio Branco,Gabinete da Juíza Maria Rosinete dos Reis Silva,Não informado,Ativo,Vara
AC,Rio Branco,Gabinete da Juíza Zenice Mota Cardozo,Não informado,Ativo,Vara
AC,Rio Branco,Gabinete do Juiz Alesson José Santos Braz,Não informado,Ativo,Vara
AC,Rio Branco,Gabinete do Juiz Anastácio Lima de Menezes Filho,Não informado,Ativo,Vara
AC,Rio Branco,Gabinete do Juiz Danniel Gustavo Bomfim Araújo da Silva,Não informado,Ativo,Vara
AC,Rio Branco,Gabinete do Juíz Elcio Sabo Mendes Junior,Não informado,Ativo,Vara
AC,Rio Branco,Gabinete do Juíz Fernando Nóbrega da Silva,Não informado,Ativo,Vara
AC,Rio Branco,Gabinete do Juiz Gilberto Matos de Araújo,Não informado,Ativo,Vara
AC,Rio Branco,Gabinete do Juiz José Augusto Cunha Fontes da Silva,Não informado,Ativo,Vara
AC,Rio Branco,Gabinete do Juiz Marcos Thadeu de Andrade Matias,Não informado,Ativo,Vara
AC,Rio Branco,Gabinete do Juiz Rogéria Epaminondas Tomé da Silva,Não informado,Ativo,Vara
AC,Rio Branco,Gabinete do Shirlei de Oliveira Hage Menezes,Não informado,Ativo,Vara
AC,Rio Branco,Núcleo de Audiência de Apresentação,Não informado,Ativo,Vara
AC,Rio Branco,Vara da Auditoria Miltar,Não informado,Ativo,Vara
AC,Rio Branco,1ª Turma Recursal,Não informado,Ativo,Vara
AC,Rio Branco,2ª Turma Recursal,Não informado,Ativo,Vara
AC,Rodrigues Alves,Pessoas Jurídicas,Não informado,Inativo,Cartório
AC,Rodrigues Alves,Protesto de Títulos,Não informado,Inativo,Cartório
AC,Rodrigues Alves,Registro de Imóveis,Não informado,Inativo,Cartório
AC,Rodrigues Alves,Serventia de Registro Civil das Pessoas Naturais da Comarca de Rodrigues Alves,Registro Civil das Pessoas Naturais,Inativo,Cartório
AC,Rodrigues Alves,Serventia Extrajudicial da Comarca de Rodrigues Alves,Notas; Protesto de Títulos; Registro Civil das Pessoas Jurídicas; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Imóveis e Títulos e Documentos; Registro de Interdições e Tutelas; Registro de Títulos e Documentos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
AC,Rodrigues Alves,Tabelionato de Notas,Não informado,Inativo,Cartório
AC,Rodrigues Alves,Centro Judiciário de Solução de Conflitos e Cidadania - Cejusc de Rodrigues Alves,Não informado,Ativo,Vara
AC,Rodrigues Alves,Vara Única,Não informado,Ativo,Vara
AC,Santa Rosa do Purus,Serventia de Registro de Imóveis,Não informado,Inativo,Cartório
AC,Santa Rosa do Purus,Serventia de Registro de Títulos e Documentos e Civis das Pessoas Jurídicas de Santo Rosa do Purus,Não informado,Inativo,Cartório
AC,Santa Rosa do Purus,Tabelionato de Notas de Santa Rosa do Purus,Não informado,Inativo,Cartório
AC,Santa Rosa do Purus,Tabelionato de Notas e Ofício do Registro Civil das Pessoas Naturais de Santa Rosa do Purus,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
AC,Santa Rosa do Purus,Tabelionato de Protesto de Títulos,Não informado,Inativo,Cartório
AC,Santa Rosa do Purus,Tabelionato de Protestos de Títulos de Santa Rosa do Purus,Não informado,Inativo,Cartório
AC,Sena Madureira,Serventia de Registro de Protesto de Títulos Cambiais de Sena Madureira,Protesto de Títulos,Inativo,Cartório
AC,Sena Madureira,Serventia de Registro de Títulos e Documentos e Civis das Pessoas Jurídicas de Sena Madureira,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Inativo,Cartório
AC,Sena Madureira,Serventia Extrajudicial da Comarca de Sena Madureira,Notas; Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Interdições e Tutelas; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Inativo,Cartório
AC,Sena Madureira,Tabelionato de Notas da Comarca de Sena Madureira,Notas,Inativo,Cartório
AC,Sena Madureira,Vara Cível,Não informado,Ativo,Vara
AC,Sena Madureira,Juizado Especial Cível,Não informado,Ativo,Vara
AC,Sena Madureira,Juizado Especial Criminal,Não informado,Ativo,Vara
AC,Sena Madureira,Vara Criminal,Não informado,Ativo,Vara
AC,Sena Madureira,Centro Judiciário de Solução de Conflitos e Cidadania - Cejusc de Sena Madureira,Não informado,Ativo,Vara
AC,Senador Guiomard,Serventia de Protesto de Títulos e Letras Cambiais de Senador Guiomard/ac,Protesto de Títulos,Inativo,Cartório
AC,Senador Guiomard,Serventia de Registro Civil das Pessoas Naturais da Comarca de Senador Guiomard,Registro Civil das Pessoas Naturais,Inativo,Cartório
AC,Senador Guiomard,Serventia de Registro de Imóveis de Senador Guiomard,Registro de Imóveis,Inativo,Cartório
AC,Senador Guiomard,Serventia de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas de Senador Guiomard,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Inativo,Cartório
